Person ID,weight,BIRTHDAY,Gender,Number_of children,People_in_Household
2145,#NULL!,19500301,male,0,2-HH
45745,2575.41,19870901,male,0,1-HH (male)
302352,2667.81,19740801,female,0,1 -HH (female)
27645,3853.63,19700701,male,0,2-HH
5774723,1002.44,19480801,female,0,2-HH
4747591,3218.34,19600701,male,0,2-HH
71850717,4018.12,19630101,female,0,2-HH
420469117,11396.01,19370201,male,0,1-HH (male)
679411,2756.42,19680901,female,0,1 -HH (female)
6821455,4605.71,19831201,female,0,1 -HH (female)
36798,16021.59,19360301,male,0,1-HH (male)
51556,3379.00,19690101,male,0,2-HH
70118,2808.24,19511101,male,0,1-HH (male)
5148807,7514.30,19700201,male,0,4-HH
9165331,8121.38,19670301,female,0,4-HH
13156474,4605.71,19880501,female,0,1 -HH (female)
39298625,#NULL!,19441101,male,0,1-HH (male)
6175133,2739.54,19580801,female,0,2-HH
14301922,3677.64,19610401,male,0,2-HH
792732,6495.48,19361001,female,0,2-HH
7385894,6020.17,19650601,male,0,1-HH (male)
7192,8136.82,19880901,male,1 child,3-HH
7799,#NULL!,19680101,male,1 child,4-HH
24383453,#NULL!,19600401,male,0,1-HH (male)
31915886,2905.69,19410101,female,0,2-HH
938046,2220.69,19540401,female,0,2-HH
1334,#NULL!,19720101,male,0,2-HH
319406,1384.29,19630901,male,0,1-HH (male)
3774010,1149.35,19540201,female,0,2-HH
80456413,2581.77,19770401,female,0,2-HH
94272133,4556.47,19780301,male,0,2-HH
26073075,11071.26,19820701,male,0,3-HH
271155,#NULL!,19550101,male,0,2-HH
6354,5083.80,19521201,female,0,2-HH
3865974,#NULL!,19821001,male,1 child,3-HH
913468,4581.94,19680701,female,0,3-HH
19006,#NULL!,19511001,male,0,2-HH
444928,3908.81,19750401,female,0,2-HH
9208984,7361.03,19871101,male,2 Children,4-HH
784874490,1695.06,19430101,male,0,1-HH (male)
8345495,11396.01,19540101,male,0,1-HH (male)
685334673,35071.52,19960601,female,0,6-HH
86641,5937.41,19660901,male,0,1-HH (male)
219209,13438.90,19381101,male,0,2-HH
41016,18524.32,19370301,female,0,2-HH
1714895,17565.46,19460401,male,0,1-HH (male)
301588905,7286.04,19630401,female,0,3-HH
345365,6678.95,19640301,male,0,3-HH
5427662,1814.07,19621001,male,0,2-HH
47376465,4240.94,19510901,male,0,2-HH
5454,#NULL!,19620201,male,0,1-HH (male)
32070983,1695.06,19400601,male,0,2-HH
81233313,1695.06,19370401,female,0,2-HH
32939855,1695.06,19560501,female,0,1 -HH (female)
534537,60467.26,19650401,male,0,2-HH
83195,56674.75,19631201,female,0,2-HH
91341147,1695.06,19551201,male,0,2-HH
3989,32944.15,19790401,female,0,2-HH
59457,2938.40,19651201,female,0,1 -HH (female)
9693,1426.76,19661201,male,0,2-HH
4300,6175.05,19670501,male,0,1-HH (male)
4739485,1210.39,19521201,female,0,2-HH
4821094,904.38,19481001,female,0,2-HH
608212848,2833.09,19370601,male,0,1-HH (male)
75811,4017.81,19600301,male,0,1-HH (male)
96553,1893.34,19720601,male,0,1-HH (male)
29604221,4500.26,19701101,male,0,7-HH
1390,2117.47,19630301,female,0,1 -HH (female)
40025,1976.09,19631001,male,0,1-HH (male)
9646900,#NULL!,19691101,male,0,5-HH
33197,6587.00,19600501,male,0,5-HH
858971,#NULL!,19690101,male,0,4-HH
8749,2728.68,19671201,male,0,1-HH (male)
888764,1814.07,19570301,male,0,2-HH
472438868,718.05,19550801,female,0,2-HH
410331497,2625.36,19380601,male,0,1-HH (male)
17055271,2739.54,19560201,female,0,2-HH
76439,2267.56,19580201,female,0,1 -HH (female)
767965416,2458.83,19560401,male,0,1-HH (male)
2081,3995.02,19670801,female,0,2-HH
33207680,4018.12,19640901,female,0,2-HH
4863,9025.72,19690501,female,0,2-HH
88599,8418.64,19710701,male,0,2-HH
313190151,9014.26,19380601,male,0,1-HH (male)
97084,2844.80,19571201,male,0,1-HH (male)
503074,15567.42,19550801,female,0,1 -HH (female)
83681,1762.83,19531201,female,0,2-HH
673446983,12725.67,19430201,male,0,1-HH (male)
12610,16205.69,19620401,female,0,1 -HH (female)
809185,#NULL!,19630401,male,0,2-HH
9245776,8310.08,19840601,male,0,4-HH
304,29900.91,20070401,female,0,4-HH
39874695,10438.26,19470201,male,0,1-HH (male)
565718486,#NULL!,19530701,male,0,3-HH
2975845,5860.12,19860301,female,0,3-HH
8776169,#NULL!,19380101,male,0,1-HH (male)
211792,#NULL!,19710501,male,0,3-HH
421694718,#NULL!,19510901,male,0,1-HH (male)
43901,5032.45,19370301,female,0,2-HH
76,#NULL!,19510401,female,0,1 -HH (female)
6016,6670.19,19630601,female,0,4-HH
5009,7361.03,19880701,male,1 child,3-HH
94,18178.49,19851201,female,1 child,3-HH
84897,4768.82,19650301,female,0,2-HH
804920039,2602.85,19730101,male,0,1-HH (male)
859501988,10280.70,19570101,female,0,2-HH
703616,5530.32,19571101,male,0,2-HH
6691,1840.94,19710101,male,0,3-HH
1870,6452.54,19380701,male,0,2-HH
54410519,8124.16,19361201,female,0,2-HH
22973849,#NULL!,19660301,female,0,1 -HH (female)
562974,3395.79,19600801,female,0,1 -HH (female)
358486,3830.53,19671001,male,0,2-HH
7447942,2684.32,19601101,female,0,2-HH
25765,16474.61,19441001,male,0,2-HH
213480896,8121.38,19660201,female,0,3-HH
2235,7376.96,19761001,male,0,3-HH
2757237,5803.25,19840401,female,0,1 -HH (female)
1059,7746.09,19461101,male,0,2-HH
437139,7459.00,19470101,female,0,2-HH
60524,6313.40,19471101,male,0,1-HH (male)
22803615,5929.01,19850501,male,2 Children,4-HH
6453,806.78,19610901,female,0,1 -HH (female)
40753143,1771.60,19620801,male,0,1-HH (male)
334860736,2905.69,19610101,female,0,2-HH
2515310,2599.68,19501001,female,0,2-HH
90925772,2366.51,19531001,male,0,2-HH
19392,718.05,19600201,female,0,2-HH
81390479,1952.98,19630901,male,0,1-HH (male)
2243,3762.09,19861001,male,0,1-HH (male)
75894841,7072.10,19640401,female,0,1 -HH (female)
9664,5266.27,19600301,male,0,4-HH
279042,#NULL!,19650601,male,0,1-HH (male)
88991,6223.95,19620801,female,0,3-HH
867099,3748.20,19680701,male,0,1-HH (male)
62914,1695.06,19521001,male,0,2-HH
573002209,10280.70,19470401,female,0,2-HH
72039224,5080.22,19720201,male,0,2-HH
391105,4768.82,19691001,female,0,2-HH
1373550,2443.54,19771101,female,0,2-HH
831380,11906.80,19400301,female,0,2-HH
3967579,12545.11,19420401,male,0,2-HH
498904,1554.88,19531101,female,0,2-HH
184851,6618.12,19830801,female,0,2-HH
184645838,#NULL!,19580801,male,0,3-HH
126,3196.11,19610901,male,0,1-HH (male)
138548867,4400.93,19890501,male,0,4-HH
378873,2844.80,19610301,male,0,1-HH (male)
78,1627.71,19410801,female,0,1 -HH (female)
29819884,2653.05,19781201,female,0,2-HH
42704,5933.11,19880601,female,0,2-HH
3963515,#NULL!,19590501,female,0,2-HH
2898,5246.94,19680101,male,0,3-HH
759421,9215.57,19690101,female,0,3-HH
94911893,20246.68,20010301,female,0,3-HH
5024065,2483.15,19711001,female,0,2-HH
3959488,4605.71,19860801,female,0,1 -HH (female)
695046043,5032.45,19520101,female,0,2-HH
65778,3258.30,19500201,male,0,2-HH
87496,#NULL!,19670901,female,0,1 -HH (female)
6329950,#NULL!,19640401,male,0,2-HH
40754,4797.91,19490801,male,0,1-HH (male)
920568,6645.52,19770401,female,1 child,4-HH
6773,12725.58,19770301,male,1 child,4-HH
62440,1695.06,19440401,male,0,2-HH
4489386,2308.46,19480201,female,0,2-HH
562092,4351.45,19660601,male,0,2-HH
52977,2911.74,19510801,male,0,1-HH (male)
2261,6223.95,19610201,female,0,3-HH
273,3718.85,19720601,male,0,4-HH
6251232,3162.95,19750201,female,1 child,4-HH
114792278,4155.56,19841201,male,0,1-HH (male)
53420037,4009.27,19790901,female,1 child,5-HH
765693693,21819.78,19410901,male,0,1-HH (male)
61253518,12545.11,19580801,male,0,2-HH
102282,12545.11,19321201,male,0,2-HH
6428,6691.51,19530701,male,0,2-HH
2646743,1455.36,19520101,female,0,2-HH
688635,#NULL!,19450601,male,0,1-HH (male)
556149,#NULL!,19660501,male,0,3-HH
2277202,17658.36,20010401,female,0,3-HH
1900454,10818.76,19400501,female,0,1 -HH (female)
753367296,3201.68,19620501,female,0,3-HH
4862974,6020.17,19690301,male,0,1-HH (male)
5531,1695.06,19511101,male,0,1-HH (male)
937984490,2518.28,19390901,male,0,1-HH (male)
2414594,9310.15,19370201,male,0,1-HH (male)
83152001,76258.29,19630801,male,0,1-HH (male)
1771592,15495.53,19420601,female,0,2-HH
8323984,16474.61,19591101,male,0,2-HH
3823,#NULL!,19630401,male,0,2-HH
181331,#NULL!,19530301,male,0,1-HH (male)
45314021,#NULL!,19570501,male,0,2-HH
202683,9142.01,19371101,female,0,1 -HH (female)
9599,3290.33,19621201,male,0,2-HH
85341,#NULL!,19531001,male,0,3-HH
95885,800.21,19641001,male,0,1-HH (male)
832929,16021.59,19381101,male,0,1-HH (male)
278935850,6023.43,19490501,male,0,1-HH (male)
94234,4052.06,19880901,male,0,1-HH (male)
20082,3704.93,19590201,male,0,3-HH
587976,2360.46,19590501,male,0,2-HH
7204,4477.16,19631201,male,0,3-HH
2417,3397.03,19621001,female,0,3-HH
74372,35149.08,20030501,female,0,3-HH
145848,1112.79,19550201,female,0,1 -HH (female)
2869,#NULL!,19650801,male,0,2-HH
9240,1976.09,19720301,male,0,1-HH (male)
6766535,4797.91,19380101,male,0,1-HH (male)
71357295,2844.80,19440101,male,0,1-HH (male)
71713746,8640.82,19740701,male,0,1-HH (male)
2311078,2288.95,19401001,female,0,1 -HH (female)
61252,2288.95,19350901,female,0,1 -HH (female)
2876,5692.25,19530801,female,0,2-HH
7969,1695.06,19450801,male,0,2-HH
2064641,1695.06,19400301,female,0,2-HH
54741239,#NULL!,19790301,male,0,3-HH
802204214,3871.45,19630201,male,0,2-HH
7601451,4288.90,19651101,female,0,2-HH
4907,8035.17,19580301,female,0,1 -HH (female)
76687,11396.01,19450301,male,0,1-HH (male)
63680,1695.06,19530601,male,0,2-HH
959834642,2308.46,19440201,female,0,2-HH
50876648,5505.38,19510501,female,0,1 -HH (female)
612,#NULL!,19540201,male,0,1-HH (male)
65640997,7470.39,19520501,male,0,1-HH (male)
8957,2844.80,19520101,male,0,1-HH (male)
4651,#NULL!,19590701,male,0,2-HH
4571,#NULL!,19500301,female,0,1 -HH (female)
1937329,16000.17,19640601,male,0,2-HH
6818,1695.06,19600801,female,0,2-HH
178501,2220.69,19580501,female,0,2-HH
6260,2420.93,19680801,male,0,1-HH (male)
8883,718.05,19650501,female,0,4-HH
249702,718.05,19751201,male,0,4-HH
455299,#NULL!,19640301,male,0,1-HH (male)
2519621,3028.02,19660101,female,0,1 -HH (female)
520477718,#NULL!,19651001,male,0,4-HH
525205095,2032.42,19690701,female,0,1 -HH (female)
855296083,#NULL!,19740101,male,1 child,10-HH
8142144,2555.09,19640201,female,0,2-HH
770409,#NULL!,19650901,female,0,1 -HH (female)
6753697,3558.41,19800201,male,0,3-HH
947129698,6645.52,19770501,female,0,3-HH
79216429,718.05,19661001,female,0,3-HH
30314806,718.05,19820301,male,0,3-HH
22430007,4033.94,19710301,female,0,4-HH
9426,5385.70,19760701,male,0,4-HH
293234,17223.05,19510801,female,0,1 -HH (female)
53142019,20179.90,19710201,female,0,2-HH
6875,6892.68,19820801,male,0,2-HH
652373118,7595.18,19410201,female,0,1 -HH (female)
985,11015.32,19431101,male,0,1-HH (male)
3016167,3360.68,19441001,male,0,1-HH (male)
28350,#NULL!,19640101,male,0,2-HH
54601,2760.61,19820401,male,0,2-HH
39928,14898.77,19940401,male,0,2-HH
7320,3995.02,19660301,female,0,2-HH
8996,4948.74,19871001,male,1 child,4-HH
451273839,5561.25,19870401,female,1 child,4-HH
97396,#NULL!,19631201,male,0,4-HH
469674,8046.22,19880901,male,2 Children,4-HH
4041092,1426.76,19630801,male,0,2-HH
529748,2057.39,19610201,male,0,1-HH (male)
9307,9310.15,19510601,male,0,1-HH (male)
9849528,34463.68,19621101,male,0,1-HH (male)
42576,8124.16,19341201,female,0,2-HH
888264660,6452.54,19430201,male,0,2-HH
7675,10909.62,19581001,male,0,2-HH
5539,15995.03,19560901,female,0,2-HH
2971,3693.18,19760701,male,0,2-HH
74119770,#NULL!,19591001,male,0,1-HH (male)
7955004,2543.65,19670601,male,0,2-HH
5591,27122.25,19660501,female,0,1 -HH (female)
201266,3516.61,19910701,male,0,1-HH (male)
14747359,3975.86,19610701,male,0,2-HH
228632,2978.21,19610101,female,0,2-HH
710564,#NULL!,19630801,male,0,4-HH
6868,2381.33,19790901,male,0,4-HH
61864724,6764.06,19771001,female,0,5-HH
817098150,2915.84,19520801,male,0,1-HH (male)
512256,9014.26,19360801,male,0,1-HH (male)
3468,10842.83,19470801,male,0,2-HH
18527,5588.04,19400401,female,0,2-HH
1469014,3966.77,19830101,female,0,1 -HH (female)
6847,3290.33,19651201,male,0,2-HH
287509,2966.01,19550801,male,0,2-HH
1040294,#NULL!,19651201,female,0,1 -HH (female)
398668,2667.81,19820101,female,0,1 -HH (female)
8289,6039.13,19630601,male,0,3-HH
5450,5860.12,19870101,female,0,3-HH
84317622,3972.40,19910301,male,0,2-HH
41615,4853.47,19690901,female,0,2-HH
92162131,10528.93,19390801,male,0,2-HH
380668424,15995.03,19410201,female,0,2-HH
866161,11922.54,19960601,male,1 child,2-HH
5735,800.21,19660901,male,0,1-HH (male)
865944640,1851.10,19620101,female,0,1 -HH (female)
6724,3095.62,19650601,male,0,2-HH
64020,2677.72,19640801,female,0,2-HH
42730340,#NULL!,19901001,male,0,1-HH (male)
67088,4761.87,19611201,male,0,2-HH
2398,4374.56,19681101,male,0,2-HH
2219,3196.11,19480201,male,0,1-HH (male)
993554,#NULL!,19590501,male,0,2-HH
3954516,7161.61,19820801,female,1 child,4-HH
2457,3346.24,19640801,male,0,1-HH (male)
9782,#NULL!,19600101,male,0,2-HH
150242,6436.11,19570201,male,0,2-HH
334593,4240.94,19610101,male,0,2-HH
426654280,1112.79,19410601,female,0,1 -HH (female)
5361270,#NULL!,19510601,female,0,1 -HH (female)
9405,7182.79,19550901,male,0,2-HH
2778236,1695.06,19520501,male,0,2-HH
7191,1695.06,19470301,female,0,2-HH
185314704,5530.32,19350401,male,0,2-HH
576441217,10280.70,19370901,female,0,2-HH
419638889,2966.31,19670201,male,0,1-HH (male)
6678360,7161.61,19770801,female,0,3-HH
3339521,5033.29,19801201,male,2 Children,4-HH
5122,#NULL!,19490501,male,0,2-HH
9321188,2983.69,19550501,male,0,1-HH (male)
94741,17693.21,19591101,female,0,1 -HH (female)
649614158,3647.84,19451001,female,0,2-HH
709945,#NULL!,19661201,male,0,1-HH (male)
67619,6670.19,19670201,female,0,3-HH
529257846,#NULL!,19641201,male,0,2-HH
35535457,1893.34,19700701,male,0,1-HH (male)
41673207,5349.98,19840801,male,0,4-HH
79161,3290.33,19661201,male,0,2-HH
17466,8579.56,19651101,female,0,6-HH
69465215,3910.37,19691001,female,0,2-HH
43154854,3528.16,19781201,male,0,1-HH (male)
89742,14236.65,19950701,female,0,2-HH
59618593,11064.09,19980301,male,0,2-HH
194270,#NULL!,19750501,male,0,4-HH
88141247,3256.28,19680301,male,0,1-HH (male)
497995,2131.09,19540301,female,0,2-HH
5643,4958.54,19650801,female,0,2-HH
2338844,#NULL!,19670801,male,0,1-HH (male)
440984,1361.19,19710401,male,0,1-HH (male)
91239,1649.93,19431101,female,0,2-HH
654369,6152.73,19520301,male,0,2-HH
6749,#NULL!,19531201,male,0,2-HH
73300046,2602.85,19721201,male,0,1-HH (male)
10467805,6495.48,19570701,female,0,2-HH
72780620,3057.89,19881101,male,0,2-HH
239322,16038.92,19970701,male,1 child,3-HH
61831881,4945.57,19551001,female,0,2-HH
2263,6020.17,19650601,male,0,1-HH (male)
333661881,2431.33,19910101,male,0,1-HH (male)
6527,718.05,19570701,female,0,2-HH
75916,7923.41,19471101,male,0,2-HH
86517,15495.53,19441101,female,0,2-HH
9136,7505.53,19700101,female,0,4-HH
721197,6345.25,19810701,male,0,4-HH
2129,7376.96,19780801,male,0,5-HH
123858503,5083.80,19460501,female,0,2-HH
44354,2117.47,19641201,female,0,1 -HH (female)
4892628,2360.46,19461001,male,0,2-HH
9887,1527.30,19530201,female,0,2-HH
177353451,6763.45,19530901,male,0,2-HH
74907898,13498.89,19870101,female,0,2-HH
60394594,#NULL!,19570101,female,0,2-HH
499715532,10031.42,19760401,female,0,2-HH
2791035,1667.12,19821001,female,0,2-HH
404477,1578.65,19550101,female,0,2-HH
8896193,2007.80,19351001,female,0,2-HH
87527501,8267.02,19511001,male,0,2-HH
7430179,2905.69,19620201,female,0,2-HH
59460374,1216.45,19450801,female,0,2-HH
7828169,#NULL!,19710201,male,0,2-HH
47186,11396.01,19430401,male,0,1-HH (male)
78882,7161.61,19771001,female,1 child,5-HH
85372,2358.41,19490301,male,0,2-HH
92337995,7443.83,19471001,female,0,2-HH
9141,6452.54,19391001,male,0,2-HH
1280875,8124.16,19360901,female,0,2-HH
12002,3423.42,19600701,male,0,2-HH
47282,8124.16,19390401,female,0,2-HH
3873,6452.54,19360401,male,0,2-HH
6908,1992.86,19540301,female,0,2-HH
66548,7191.78,19360401,female,0,2-HH
292266,2202.37,19320901,female,0,2-HH
3580154,2592.20,19780101,female,0,3-HH
926002075,#NULL!,19490601,male,0,1-HH (male)
92805,#NULL!,19770701,male,1 child,2-HH
80950294,3677.64,19500501,male,0,2-HH
4996762,1695.06,19400901,female,0,2-HH
9417006,6452.54,19610201,male,0,2-HH
817833,#NULL!,19560501,female,0,2-HH
447290,#NULL!,19680801,female,0,1 -HH (female)
52648,13520.70,19560301,female,0,2-HH
82221672,14557.83,19600401,male,0,2-HH
6284,3191.78,19640501,female,0,2-HH
1141,4510.81,19760201,female,0,4-HH
5006004,4851.38,19680701,male,0,4-HH
1159111,8136.82,19830801,male,1 child,4-HH
9226,4853.47,19660201,female,0,2-HH
33973,#NULL!,19701101,male,0,2-HH
8523,16842.36,19310701,female,0,1 -HH (female)
5926,3634.39,19700701,male,0,2-HH
7919239,2778.29,19750301,male,0,1-HH (male)
43879429,#NULL!,19620301,male,0,2-HH
870497,4240.94,19590801,male,0,2-HH
84423,5370.82,19690501,female,0,4-HH
2918322,5686.72,19720601,male,0,4-HH
447267,2870.99,19711101,male,0,2-HH
45405424,5428.85,19730801,male,0,4-HH
52033,5146.83,19740101,female,0,4-HH
1250534,2811.43,19671201,male,0,1-HH (male)
91840,6647.08,19710501,female,0,5-HH
3457,718.05,19800801,male,0,3-HH
2186,3993.45,19780501,female,0,2-HH
1094,6420.98,19870201,male,0,2-HH
9331868,904.38,19510801,female,0,2-HH
60744,2280.65,19391001,male,0,1-HH (male)
3152,2799.05,19681201,male,0,2-HH
45292357,1703.59,19740301,male,0,3-HH
9104336,7072.10,19630101,female,0,1 -HH (female)
42153601,1005.59,19661201,male,0,3-HH
9310,#NULL!,19480501,male,0,1-HH (male)
90878274,4793.38,19530101,male,0,2-HH
85489231,2360.46,19601201,male,0,2-HH
914404,4230.08,19600501,male,0,2-HH
852906,#NULL!,19620201,male,0,2-HH
718260690,#NULL!,19570101,male,0,2-HH
5540201,2308.46,19340301,female,0,2-HH
987591760,1695.06,19330501,male,0,2-HH
41177,#NULL!,19660201,male,0,1-HH (male)
426805395,#NULL!,19340101,female,0,2-HH
5464629,2360.46,19560401,male,0,2-HH
152462,1762.83,19531001,female,0,2-HH
27490262,#NULL!,19451001,male,0,1-HH (male)
3705271,3677.64,19570101,male,0,2-HH
40292747,6495.48,19521201,female,0,2-HH
48105,2959.23,19710501,female,0,3-HH
82561312,2541.78,19710201,male,0,3-HH
29050690,35149.08,20041101,female,0,3-HH
123991688,7309.48,19570401,female,0,2-HH
62928,#NULL!,19571201,male,0,2-HH
7260080,#NULL!,19540301,female,0,2-HH
305582,4688.98,19641101,male,0,2-HH
1088406,845.14,19801201,male,0,5-HH
10231,#NULL!,19710201,female,0,1 -HH (female)
17777,#NULL!,19610701,male,0,2-HH
47639,3028.02,19700501,female,0,1 -HH (female)
673167,23298.65,20041101,male,0,2-HH
7990382,2684.32,19430201,female,0,2-HH
84459088,4137.10,19351001,female,0,1 -HH (female)
2421286,4510.81,19780801,female,2 Children,4-HH
733685,2260.27,19661101,male,0,2-HH
241366,1455.36,19390401,female,0,2-HH
18019,8035.17,19390901,female,0,1 -HH (female)
26179,7470.39,19361201,male,0,1-HH (male)
251538,16589.05,19490101,male,0,2-HH
65726611,1695.06,19461001,female,0,2-HH
2501385,2187.10,19530401,female,0,2-HH
599708,2288.95,19401001,female,0,1 -HH (female)
71515891,7241.44,19301201,female,0,1 -HH (female)
513668,16474.61,19410501,male,0,2-HH
28388271,6944.32,19381101,female,0,2-HH
30735595,6471.16,19501001,male,0,2-HH
90080,#NULL!,19530801,male,0,2-HH
40192209,9142.01,19520901,female,0,1 -HH (female)
604795629,#NULL!,19270701,male,0,1-HH (male)
2010,9014.26,19420701,male,0,1-HH (male)
174193,16474.61,19430501,male,0,2-HH
6447,15495.53,19340901,female,0,2-HH
326050951,10714.27,19691101,female,0,4-HH
1970130,14557.83,19340901,male,0,2-HH
4741602,2915.84,19301101,male,0,1-HH (male)
8392,#NULL!,19710301,male,0,4-HH
660119336,6452.54,19500801,male,0,2-HH
29710373,8124.16,19480501,female,0,2-HH
247888,1611.62,19651201,female,0,1 -HH (female)
570105,4356.77,19371201,female,0,2-HH
96078,5294.87,19430501,male,0,2-HH
7376991,3355.60,19360301,female,0,2-HH
863114653,3993.90,19360201,male,0,2-HH
464914,2624.95,19610801,male,0,2-HH
76897,17861.36,19360501,male,0,1-HH (male)
13557469,#NULL!,19391001,male,0,2-HH
71498,16021.59,19330301,male,0,1-HH (male)
22799197,3057.89,19881201,male,0,2-HH
132440750,#NULL!,19531101,male,0,2-HH
8611862,10714.27,19670801,female,0,3-HH
908550,4374.56,19680201,male,0,2-HH
671180,5349.98,19840901,male,1 child,4-HH
390682,3043.88,19711101,female,0,1 -HH (female)
2172023,10694.50,19971201,male,0,1-HH (male)
8903092,11015.32,19371101,male,0,1-HH (male)
5059,#NULL!,19410901,male,0,2-HH
11758,4374.56,19621101,male,0,2-HH
99600,4981.64,19631001,female,0,2-HH
669251,5349.98,19880701,male,1 child,3-HH
451877889,4768.82,19670501,female,0,2-HH
22696672,#NULL!,19930301,male,0,1-HH (male)
926862764,3810.54,19770501,male,0,3-HH
96094628,1668.69,19651101,female,0,2-HH
87817446,5155.08,19401001,female,0,2-HH
682253,6319.96,19870701,male,1 child,3-HH
573165824,6482.59,19721001,male,0,4-HH
70929060,7505.53,19690901,female,0,4-HH
186550569,14738.75,19990101,male,0,4-HH
986347800,6744.31,19831001,male,1 child,3-HH
89579852,#NULL!,19511201,male,0,2-HH
51220,2363.99,19730701,male,0,1-HH (male)
4309059,#NULL!,19590201,male,0,2-HH
4175759,#NULL!,19641101,female,0,1 -HH (female)
38724861,6482.59,19690301,male,0,4-HH
56078,10714.27,19660701,female,0,4-HH
177824637,18178.49,19860401,female,1 child,3-HH
1477068,5246.94,19670601,male,0,3-HH
317765,5171.50,19640201,female,0,3-HH
313,1896.40,19730601,female,0,1 -HH (female)
25285851,#NULL!,19710701,male,0,2-HH
78038,718.05,19790501,male,0,3-HH
69066,2115.91,19790901,female,0,1 -HH (female)
78703,1528.50,19760701,male,0,1-HH (male)
5655,6622.78,19661001,male,0,2-HH
506756256,16021.59,19400101,male,0,1-HH (male)
88689,39414.07,19501101,female,0,3-HH
8981028,43488.67,19571001,male,0,3-HH
473891,68383.26,19850101,male,0,3-HH
3303125,8195.97,19730301,male,0,1-HH (male)
85655,2638.60,19760801,male,0,2-HH
881280,#NULL!,19600301,male,0,1-HH (male)
74237117,#NULL!,19560201,female,0,1 -HH (female)
96894064,#NULL!,19500801,female,0,1 -HH (female)
215347,1148.60,19540101,female,0,1 -HH (female)
930781,5963.98,19451001,male,0,1-HH (male)
532418310,5167.78,19900801,female,0,2-HH
664781982,3481.12,19910601,male,0,2-HH
9101610,5484.75,19860101,male,0,2-HH
329810,3218.34,19560501,male,0,2-HH
191,2461.44,19720301,male,0,1-HH (male)
35578,718.05,19531201,female,0,2-HH
4767,1814.07,19540101,male,0,2-HH
805293,2808.49,19690301,male,0,2-HH
10947,4002.58,19870301,female,0,1 -HH (female)
16196,6691.51,19471101,male,0,2-HH
8463,2007.80,19421201,female,0,2-HH
15522388,2717.64,19320601,male,0,2-HH
416693,11268.84,19351201,male,0,2-HH
282947,23923.72,20030101,female,0,1 -HH (female)
440257,6495.48,19580301,female,0,2-HH
7401,2599.68,19550301,female,0,2-HH
569833,9310.15,19440401,male,0,1-HH (male)
472648,4240.94,19540301,male,0,2-HH
334395248,#NULL!,19631101,female,0,2-HH
69538,6436.11,19411201,male,0,2-HH
48398980,4945.57,19430301,female,0,2-HH
1522021,#NULL!,19610601,male,0,2-HH
76883,15495.53,19500101,female,0,2-HH
4364060,7923.41,19530401,male,0,2-HH
21318,1266.31,19780901,male,0,2-HH
21627958,#NULL!,19600201,male,0,2-HH
1649,#NULL!,19550801,male,0,1-HH (male)
13138,5487.86,19790901,male,1 child,2-HH
71541089,2198.46,19601101,female,0,1 -HH (female)
3990,2684.32,19500901,female,0,2-HH
449250,2220.69,19520901,female,0,2-HH
9485,#NULL!,19570701,male,0,2-HH
2399178,#NULL!,19721001,male,0,3-HH
9659,6495.48,19530101,female,0,2-HH
125087940,4083.82,19651201,female,0,2-HH
6785,#NULL!,19651201,male,0,2-HH
8761936,6186.69,19450101,male,0,3-HH
4122374,7648.86,19390201,female,0,3-HH
80698,4960.51,19511001,female,0,2-HH
5271412,6410.84,19550101,female,0,2-HH
2151159,5103.33,19660701,male,0,2-HH
369404,1210.39,19610401,female,0,2-HH
6536962,8337.10,19480401,male,0,2-HH
614975,7299.98,19470801,female,0,2-HH
8461,4554.20,19691001,male,0,4-HH
36733532,3390.44,19681001,female,0,2-HH
4054,3706.34,19711101,male,0,2-HH
87576,6020.17,19690101,male,0,1-HH (male)
8563402,1695.06,19470701,male,0,2-HH
594049,2308.46,19370801,female,0,2-HH
9556,4617.94,19520501,female,0,1 -HH (female)
738807,5642.40,19500401,female,0,3-HH
700766225,1733.19,19531101,female,0,1 -HH (female)
24763122,2363.40,19400901,male,0,1-HH (male)
51257262,#NULL!,19640501,male,0,3-HH
971196936,11396.01,19331001,male,0,1-HH (male)
81793141,2983.69,19590901,male,0,1-HH (male)
3840,#NULL!,19670801,female,0,1 -HH (female)
267320,7361.03,19840801,male,2 Children,4-HH
960626986,#NULL!,19490801,male,0,2-HH
334,#NULL!,19430301,male,0,1-HH (male)
896237,5238.69,19570201,male,0,3-HH
4449,718.05,19700101,male,0,3-HH
789718317,32049.17,19990501,female,0,3-HH
26634,#NULL!,19560101,male,0,2-HH
79275,#NULL!,19610101,male,0,1-HH (male)
6451,3529.03,19781101,male,1 child,2-HH
2368855,1065.24,19670401,female,0,1 -HH (female)
7149067,11523.39,19980701,male,0,2-HH
579764,2072.91,19470501,male,0,1-HH (male)
69265,2131.09,19550101,female,0,2-HH
9709,2262.11,19680101,male,0,2-HH
71886674,4411.52,19891101,male,0,2-HH
247935053,10818.76,19280601,female,0,1 -HH (female)
91715,3499.47,19900901,female,1 child,3-HH
473320159,2090.33,19880901,male,1 child,3-HH
568773532,11512.44,19931201,male,0,1-HH (male)
30305336,1384.29,19701101,male,0,1-HH (male)
7914258,#NULL!,19640101,female,0,1 -HH (female)
839401822,6878.06,19831101,male,0,4-HH
74400,11184.79,19740901,female,0,4-HH
316443,4374.56,19630101,male,0,2-HH
