WEIGHT,NUMBER_OF_CHILDREN,AGE,HOUSEHOLD_SIZE,TV_TOTAL,FLYERS,PRINT_TOTAL,ONLINE_VIDEO,ONLINE_DISPLAY,ONLINE_TOTAL,TIKTOK,YOUTUBE_TOTAL,YOUTUBE_MOBILE,YOUTUBE_DESKTOP,YOUTUBE_TABLET,YOUTUBE_CTV,PINTEREST,PURCHASE,GENDER_female,GENDER_male,TOTAL_MEDIA_EXPOSURE,DIGITAL_MEDIA_TOTAL,TRADITIONAL_MEDIA_TOTAL,SOCIAL_MEDIA_TOTAL,VIDEO_MEDIA_TOTAL,MEDIA_PER_HOUSEHOLD_MEMBER,MEDIA_PER_CHILD,AGE_GROUP,HEAVY_MEDIA_USER,ENGAGED_VIDEO_USER,TARGET_GROUP
1148.6,0.0,68.0,1.0,1.0,0.0,0.0,7.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,False,14.0,13.0,1.0,0.0,7.0,14.0,14.0,65-74,1,1,0
4181.59,0.0,62.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,6.0,0.0,6.0,0.0,0.0,6.0,6.0,55-64,1,0,0
4617.94,0.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75+,0,0,0
3011.74,0.0,56.0,1.0,2.0,0.0,1.0,5.0,10.0,15.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1,True,False,20.0,17.0,3.0,2.0,7.0,20.0,20.0,55-64,1,1,0
2739.54,0.0,70.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,False,4.0,0.0,4.0,0.0,0.0,2.0,4.0,65-74,0,0,0
3961.46,0.0,66.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65-74,0,0,0
9938.74,0.0,45.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1,False,True,6.0,2.0,4.0,2.0,2.0,1.5,6.0,45-54,1,1,0
2202.37,0.0,85.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,False,11.0,0.0,11.0,0.0,0.0,5.5,11.0,75+,1,0,0
3200.02,0.0,73.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,2.0,0.0,2.0,0.0,0.0,1.0,2.0,65-74,0,0,0
3961.46,0.0,76.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75+,0,0,0
3961.46,0.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65-74,0,0,0
1608.68,0.0,49.0,2.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,False,True,14.0,1.0,13.0,1.0,1.0,7.0,14.0,45-54,1,1,0
10548.78,1.0,48.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,True,False,1.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.5,45-54,0,1,0
2131.09,0.0,75.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75+,0,0,0
6471.16,0.0,71.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,True,8.0,0.0,8.0,0.0,0.0,4.0,8.0,65-74,1,0,0
3900.77,0.0,48.0,3.0,2.0,0.0,1.0,1.0,9.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,False,True,14.0,11.0,3.0,1.0,2.0,4.666666666666667,14.0,45-54,1,1,0
4714.87,0.0,41.0,2.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,False,4.0,3.0,1.0,0.0,3.0,2.0,4.0,35-44,0,1,0
4714.87,0.0,41.0,2.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,True,False,8.0,3.0,5.0,1.0,3.0,4.0,8.0,35-44,1,1,1
2363.4,0.0,82.0,1.0,6.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,True,16.0,0.0,16.0,0.0,0.0,16.0,16.0,75+,1,0,0
5152.85,0.0,36.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,False,2.0,1.0,1.0,0.0,1.0,1.0,2.0,35-44,0,1,0
10776.71,0.0,31.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,1.0,0.0,1.0,0.0,0.0,0.5,1.0,18-34,0,0,0
2363.99,0.0,50.0,1.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,False,True,19.0,2.0,17.0,1.0,1.0,19.0,19.0,45-54,1,1,0
3840.47,0.0,42.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0,True,False,5.0,2.0,3.0,2.0,2.0,5.0,5.0,35-44,1,1,1
2760.61,0.0,48.0,2.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,1,False,True,16.0,10.0,6.0,8.0,4.0,8.0,16.0,45-54,1,1,0
2606.44,0.0,57.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,False,7.0,0.0,7.0,0.0,0.0,3.5,7.0,55-64,1,0,0
6040.79,0.0,40.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,0,False,True,11.0,11.0,0.0,11.0,1.0,2.75,11.0,35-44,1,1,1
6150.12,0.0,72.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,False,4.0,0.0,4.0,0.0,0.0,4.0,4.0,65-74,0,0,0
3961.46,0.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55-64,0,0,0
3961.46,0.0,81.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75+,0,0,0
903.59,1.0,49.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0,True,False,13.0,13.0,0.0,8.0,13.0,2.6,6.5,45-54,1,1,0
1703.59,1.0,45.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,False,True,2.0,1.0,1.0,1.0,1.0,0.4,1.0,45-54,0,1,0
2596.38,0.0,60.0,1.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1,False,True,29.0,19.0,10.0,19.0,0.0,29.0,29.0,55-64,1,0,0
5847.31,0.0,73.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65-74,0,0,0
3961.46,0.0,50.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45-54,0,0,0
8619.74,0.0,46.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0,True,False,8.0,3.0,5.0,3.0,3.0,4.0,8.0,45-54,1,1,0
23339.11,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18-34,0,0,0
2729.6,0.0,49.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,1.0,3.0,1,True,False,16.0,8.0,8.0,8.0,5.0,8.0,16.0,45-54,1,1,0
2671.15,0.0,46.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1,False,True,8.0,4.0,4.0,4.0,4.0,4.0,8.0,45-54,1,1,0
3294.45,0.0,48.0,3.0,7.0,0.0,0.0,8.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,False,True,16.0,9.0,7.0,1.0,9.0,5.333333333333333,16.0,45-54,1,1,0
3505.32,0.0,50.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1,True,False,25.0,5.0,20.0,5.0,5.0,8.333333333333334,25.0,45-54,1,1,0
3961.46,1.0,47.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45-54,0,0,0
3718.85,0.0,55.0,4.0,10.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,False,True,20.0,2.0,18.0,2.0,2.0,5.0,20.0,55-64,1,1,0
26361.47,0.0,21.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,False,3.0,0.0,3.0,0.0,0.0,0.75,3.0,18-34,0,0,0
2117.47,0.0,57.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0,True,False,5.0,4.0,1.0,3.0,4.0,5.0,5.0,55-64,1,1,0
3961.46,0.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18-34,0,0,0
4136.91,0.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18-34,0,0,0
6864.17,0.0,54.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,False,True,1.0,1.0,0.0,1.0,1.0,0.25,1.0,45-54,0,1,0
2030.85,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,True,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,45-54,0,1,0
2808.24,0.0,63.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,True,13.0,0.0,13.0,0.0,0.0,13.0,13.0,55-64,1,0,0
3961.46,0.0,59.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55-64,0,0,0
1733.19,0.0,77.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,False,2.0,0.0,2.0,0.0,0.0,2.0,2.0,75+,0,0,0
6645.52,0.0,45.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,True,False,7.0,1.0,6.0,1.0,1.0,2.3333333333333335,7.0,45-54,1,1,0
718.05,0.0,60.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,9.0,0.0,9.0,0.0,0.0,3.0,9.0,55-64,1,0,0
4605.71,0.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,True,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,35-44,0,1,0
1346.59,0.0,57.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,False,True,37.0,1.0,36.0,1.0,1.0,37.0,37.0,55-64,1,1,0
3518.45,0.0,67.0,2.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,13.0,0.0,13.0,0.0,0.0,6.5,13.0,65-74,1,0,0
3961.46,0.0,64.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55-64,0,0,0
3749.87,0.0,35.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,False,7.0,0.0,7.0,0.0,0.0,7.0,7.0,35-44,1,0,1
845.14,0.0,43.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,False,True,3.0,2.0,1.0,1.0,2.0,1.0,3.0,35-44,0,1,0
1897.97,0.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0,True,False,3.0,3.0,0.0,3.0,3.0,3.0,3.0,45-54,0,1,0
8507.61,0.0,56.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,True,False,4.0,1.0,3.0,1.0,1.0,1.3333333333333333,4.0,55-64,0,1,0
8823.51,0.0,56.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,1,False,True,8.0,5.0,3.0,3.0,4.0,2.6666666666666665,8.0,55-64,1,1,0
33349.25,0.0,28.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,13.0,0.0,13.0,0.0,0.0,4.333333333333333,13.0,18-34,1,0,0
3961.46,0.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55-64,0,0,0
8046.22,2.0,37.0,5.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,6.0,0.0,6.0,0.0,0.0,1.2,2.0,35-44,1,0,1
9354.82,2.0,37.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,False,1.0,0.0,1.0,0.0,0.0,0.2,0.3333333333333333,35-44,0,0,0
5336.39,0.0,65.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,False,10.0,0.0,10.0,0.0,0.0,2.5,10.0,65-74,1,0,0
7203.7,0.0,53.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,1.0,0.0,1.0,0.0,0.0,0.25,1.0,45-54,0,0,0
3961.46,0.0,42.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35-44,0,0,0
4617.94,0.0,64.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,False,1.0,1.0,0.0,0.0,1.0,1.0,1.0,55-64,0,1,0
3961.46,0.0,78.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75+,0,0,0
3975.86,0.0,73.0,2.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,True,20.0,0.0,20.0,0.0,0.0,10.0,20.0,65-74,1,0,0
7191.78,0.0,80.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,False,9.0,0.0,9.0,0.0,0.0,4.5,9.0,75+,1,0,0
5177.17,0.0,64.0,2.0,17.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,True,21.0,0.0,21.0,0.0,0.0,10.5,21.0,55-64,1,0,0
4861.03,0.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0,True,False,2.0,2.0,0.0,2.0,2.0,2.0,2.0,35-44,0,1,0
8136.82,1.0,40.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,False,True,4.0,1.0,3.0,1.0,1.0,1.3333333333333333,2.0,35-44,0,1,0
4035.54,0.0,53.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,False,True,7.0,1.0,6.0,1.0,1.0,3.5,7.0,45-54,1,1,0
1914.68,0.0,75.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,False,11.0,0.0,11.0,0.0,0.0,5.5,11.0,75+,1,0,0
1688.49,0.0,46.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1,True,False,7.0,4.0,3.0,2.0,4.0,7.0,7.0,45-54,1,1,0
4689.75,0.0,49.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,False,18.0,0.0,18.0,0.0,0.0,9.0,18.0,45-54,1,0,0
3961.46,0.0,43.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,False,9.0,0.0,9.0,0.0,0.0,4.5,9.0,35-44,1,0,1
6793.36,0.0,41.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,True,False,11.0,2.0,9.0,2.0,2.0,5.5,11.0,35-44,1,1,1
2828.97,0.0,50.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0,1,False,True,22.0,12.0,10.0,12.0,1.0,22.0,22.0,45-54,1,1,0
1913.45,0.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,1,True,False,4.0,4.0,0.0,4.0,4.0,4.0,4.0,45-54,0,1,0
4951.63,0.0,41.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0,True,False,6.0,2.0,4.0,2.0,2.0,6.0,6.0,35-44,1,1,1
4463.53,0.0,57.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,1,True,False,25.0,6.0,19.0,6.0,6.0,6.25,25.0,55-64,1,1,0
8062.2,0.0,62.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,False,5.0,0.0,5.0,0.0,0.0,2.5,5.0,55-64,1,0,0
3651.09,0.0,46.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,4.0,0,True,False,7.0,7.0,0.0,7.0,3.0,3.5,7.0,45-54,1,1,0
4021.4,0.0,46.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,True,False,12.0,1.0,11.0,1.0,1.0,2.4,12.0,45-54,1,1,0
2443.54,0.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,True,False,2.0,2.0,0.0,2.0,2.0,1.0,2.0,45-54,0,1,0
3961.46,0.0,75.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75+,0,0,0
3961.46,0.0,42.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35-44,0,0,0
6303.15,0.0,50.0,4.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,True,False,11.0,1.0,10.0,1.0,1.0,2.75,11.0,45-54,1,1,0
1216.45,0.0,75.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,False,3.0,0.0,3.0,0.0,0.0,1.5,3.0,75+,0,0,0
3587.75,0.0,45.0,1.0,17.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,21.0,0.0,21.0,0.0,0.0,21.0,21.0,45-54,1,0,0
9510.21,0.0,48.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0,False,True,7.0,7.0,0.0,7.0,1.0,3.5,7.0,45-54,1,1,0
2412.49,0.0,43.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1,True,False,5.0,2.0,3.0,2.0,2.0,5.0,5.0,35-44,1,1,1
5654.13,0.0,42.0,1.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,1,True,False,16.0,6.0,10.0,6.0,6.0,16.0,16.0,35-44,1,1,1
3290.33,0.0,61.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,True,18.0,0.0,18.0,0.0,0.0,9.0,18.0,55-64,1,0,0
4830.76,0.0,37.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,False,1.0,0.0,1.0,0.0,0.0,1.0,1.0,35-44,0,0,0
5109.32,0.0,62.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,False,11.0,0.0,11.0,0.0,0.0,11.0,11.0,55-64,1,0,0
2131.09,0.0,73.0,2.0,0.0,0.0,0.0,5.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,False,9.0,9.0,0.0,0.0,5.0,4.5,9.0,65-74,1,1,0
3518.45,0.0,73.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,5.0,0.0,5.0,0.0,0.0,2.5,5.0,65-74,1,0,0
2632.0,0.0,43.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,8.0,7.0,0.0,0.0,1.0,0.0,1,True,False,16.0,10.0,6.0,10.0,10.0,16.0,16.0,35-44,1,1,1
7459.0,0.0,74.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,False,6.0,0.0,6.0,0.0,0.0,3.0,6.0,65-74,1,0,0
3524.46,0.0,40.0,1.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0,False,True,7.0,4.0,3.0,2.0,4.0,7.0,7.0,35-44,1,1,1
3524.46,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35-44,0,0,0
3433.86,0.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0,False,True,4.0,4.0,0.0,4.0,4.0,4.0,4.0,35-44,0,1,0
5314.31,0.0,89.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,5.0,0.0,5.0,0.0,0.0,2.5,5.0,75+,1,0,0
6687.61,0.0,46.0,4.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,1,False,True,29.0,3.0,26.0,3.0,3.0,7.25,29.0,45-54,1,1,0
6303.15,0.0,46.0,4.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,True,False,14.0,1.0,13.0,1.0,1.0,3.5,14.0,45-54,1,1,0
6074.31,0.0,59.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,False,1.0,0.0,1.0,0.0,0.0,0.5,1.0,55-64,0,0,0
18178.49,1.0,37.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35-44,0,0,0
8619.74,0.0,46.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0,True,False,6.0,2.0,4.0,2.0,2.0,3.0,6.0,45-54,1,1,0
3961.46,0.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55-64,0,0,0
4853.47,0.0,55.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0,True,False,4.0,2.0,2.0,2.0,2.0,2.0,4.0,55-64,0,1,0
3961.46,0.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65-74,0,0,0
6878.06,0.0,41.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,False,True,4.0,1.0,3.0,1.0,0.0,1.0,4.0,35-44,0,0,0
5146.83,0.0,47.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,False,4.0,0.0,4.0,0.0,0.0,1.0,4.0,45-54,0,0,0
2591.34,0.0,44.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0,False,True,4.0,2.0,2.0,2.0,2.0,4.0,4.0,35-44,0,1,0
